obprof_path,wave_condition,test_id,profile_name,combo_label,transect_mat,rmse_z_gt_threshold,dV_model_minus_measured_post,V_model_post_above_threshold,V_measured_post_above_threshold,x_meas_end_model,saved_zoom,saved_full,saved_bedchange,crest_z_model,crest_z_meas,crest_z_error,crest_x_model,crest_x_meas,crest_x_error,effb,efff,slp,slpot,gamma,has_param_overrides
/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/shallow_collision/TestM2/cntrl/combo_0038/OBPROF,shallow_collision,TestM2,cntrl,combo_0038,/Users/elizabeth/cshore/flume_data/final_transects_shallowcollisionSC1.mat,0.016858650958320155,0.0007206168903573784,0.1270684081174999,0.12634779122714251,51.705,/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/sweep_postprocessing_figures/shallow_collision__TestM2__cntrl__combo_0038_dune_zoom.png,,,0.496241014,0.49662432278530944,-0.0003833087853094552,51.265,51.25,0.015000000000000568,0.007,0.018,0.9,0.1,0.3,True
/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/shallow_collision/TestM2/cntrl/combo_0074/OBPROF,shallow_collision,TestM2,cntrl,combo_0074,/Users/elizabeth/cshore/flume_data/final_transects_shallowcollisionSC1.mat,0.016915091647040564,0.0006682379953573958,0.1270160292224999,0.12634779122714251,51.705,/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/sweep_postprocessing_figures/shallow_collision__TestM2__cntrl__combo_0074_dune_zoom.png,,,0.496240843,0.49662432278530944,-0.0003834797853094485,51.265,51.25,0.015000000000000568,0.007,0.02,0.9,0.1,0.3,True
/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/shallow_collision/TestM2/cntrl/combo_0037/OBPROF,shallow_collision,TestM2,cntrl,combo_0037,/Users/elizabeth/cshore/flume_data/final_transects_shallowcollisionSC1.mat,0.01692046282249429,0.0006508006753573881,0.1269985919024999,0.12634779122714251,51.705,/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/sweep_postprocessing_figures/shallow_collision__TestM2__cntrl__combo_0037_dune_zoom.png,,,0.496240001,0.49662432278530944,-0.0003843217853094494,51.265,51.25,0.015000000000000568,0.007,0.018,0.9,0.1,0.3,True
/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/shallow_collision/TestM2/cntrl/combo_0001/OBPROF,shallow_collision,TestM2,cntrl,combo_0001,/Users/elizabeth/cshore/flume_data/final_transects_shallowcollisionSC1.mat,0.016945680891750626,0.0007572655903574088,0.12710505681749992,0.12634779122714251,51.705,/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/sweep_postprocessing_figures/shallow_collision__TestM2__cntrl__combo_0001_dune_zoom.png,,,0.496241077,0.49662432278530944,-0.00038324578530946063,51.265,51.25,0.015000000000000568,0.007,0.014,0.9,0.1,0.3,True
/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/shallow_collision/TestM2/cntrl/combo_0073/OBPROF,shallow_collision,TestM2,cntrl,combo_0073,/Users/elizabeth/cshore/flume_data/final_transects_shallowcollisionSC1.mat,0.016956628940976447,0.0005981567403573751,0.1269459479674999,0.12634779122714251,51.705,/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/sweep_postprocessing_figures/shallow_collision__TestM2__cntrl__combo_0073_dune_zoom.png,,,0.496239601,0.49662432278530944,-0.0003847217853094609,51.265,51.25,0.015000000000000568,0.007,0.02,0.9,0.1,0.3,True
/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/shallow_collision/TestM2/cntrl/combo_0002/OBPROF,shallow_collision,TestM2,cntrl,combo_0002,/Users/elizabeth/cshore/flume_data/final_transects_shallowcollisionSC1.mat,0.016991654790722552,0.0008236731853573931,0.1271714644124999,0.12634779122714251,51.705,/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/sweep_postprocessing_figures/shallow_collision__TestM2__cntrl__combo_0002_dune_zoom.png,,,0.496242,0.49662432278530944,-0.0003823227853094191,51.265,51.25,0.015000000000000568,0.007,0.014,0.9,0.1,0.3,True
/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/shallow_collision/TestM2/cntrl/combo_0075/OBPROF,shallow_collision,TestM2,cntrl,combo_0075,/Users/elizabeth/cshore/flume_data/final_transects_shallowcollisionSC1.mat,0.01723132787131628,-0.00011191385464262571,0.1262358773724999,0.12634779122714251,51.705,/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/sweep_postprocessing_figures/shallow_collision__TestM2__cntrl__combo_0075_dune_zoom.png,,,0.496231339,0.49662432278530944,-0.000392983785309442,51.265,51.25,0.015000000000000568,0.007,0.02,0.9,0.1,0.3,True
/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/shallow_collision/TestM2/cntrl/combo_0039/OBPROF,shallow_collision,TestM2,cntrl,combo_0039,/Users/elizabeth/cshore/flume_data/final_transects_shallowcollisionSC1.mat,0.01725830851975872,-5.019173464260174e-05,0.1262975994924999,0.12634779122714251,51.705,/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/sweep_postprocessing_figures/shallow_collision__TestM2__cntrl__combo_0039_dune_zoom.png,,,0.496233293,0.49662432278530944,-0.0003910297853094158,51.265,51.25,0.015000000000000568,0.007,0.018,0.9,0.1,0.3,True
/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/shallow_collision/TestM2/cntrl/combo_0076/OBPROF,shallow_collision,TestM2,cntrl,combo_0076,/Users/elizabeth/cshore/flume_data/final_transects_shallowcollisionSC1.mat,0.017272935371471912,-3.493087964262509e-05,0.1263128603474999,0.12634779122714251,51.705,/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/sweep_postprocessing_figures/shallow_collision__TestM2__cntrl__combo_0076_dune_zoom.png,,,0.496234615,0.49662432278530944,-0.0003897077853094455,51.265,51.25,0.015000000000000568,0.007,0.02,0.9,0.1,0.3,True
/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/shallow_collision/TestM2/cntrl/combo_0003/OBPROF,shallow_collision,TestM2,cntrl,combo_0003,/Users/elizabeth/cshore/flume_data/final_transects_shallowcollisionSC1.mat,0.01730190836750796,7.894790535739604e-05,0.1264267391324999,0.12634779122714251,51.705,/Users/elizabeth/cshore/flume_data/generated_infiles_sweep_coarse/sweep_postprocessing_figures/shallow_collision__TestM2__cntrl__combo_0003_dune_zoom.png,,,0.496236711,0.49662432278530944,-0.0003876117853094385,51.265,51.25,0.015000000000000568,0.007,0.014,0.9,0.1,0.3,True
